frame_id,kp_name,kp_index,x_2d,y_2d
330,right_ankle,16,NaN,NaN
331,nose,0,558.2079,154.49509
331,left_eye,1,661.2596,37.325745
331,right_eye,2,446.48505,42.928467
331,left_ear,3,812.1996,119.46472
331,right_ear,4,301.1151,136.7456
331,left_shoulder,5,1109.3613,657.80084
331,right_shoulder,6,99.6792,705.83466
331,left_elbow,7,NaN,NaN
331,right_elbow,8,NaN,NaN
331,left_wrist,9,NaN,NaN
331,right_wrist,10,NaN,NaN
331,left_hip,11,NaN,NaN
331,right_hip,12,NaN,NaN
331,left_knee,13,NaN,NaN
331,right_knee,14,NaN,NaN
331,left_ankle,15,NaN,NaN
331,right_ankle,16,NaN,NaN
332,nose,0,559.23157,157.51819
332,left_eye,1,661.9183,41.547607
332,right_eye,2,450.40387,48.19275
332,left_ear,3,813.7236,123.45438
332,right_ear,4,310.57193,141.5686
332,left_shoulder,5,1114.3024,658.3191
332,right_shoulder,6,104.91962,706.2329
332,left_elbow,7,NaN,NaN
332,right_elbow,8,NaN,NaN
332,left_wrist,9,NaN,NaN
332,right_wrist,10,NaN,NaN
332,left_hip,11,NaN,NaN
332,right_hip,12,NaN,NaN
332,left_knee,13,NaN,NaN
332,right_knee,14,NaN,NaN
332,left_ankle,15,NaN,NaN
332,right_ankle,16,NaN,NaN
333,nose,0,558.9044,159.448
333,left_eye,1,662.26117,41.684204
333,right_eye,2,448.93677,48.50305
333,left_ear,3,814.119,123.00009
333,right_ear,4,307.90015,141.6195
333,left_shoulder,5,1114.2449,658.99615
333,right_shoulder,6,102.46185,706.99194
333,left_elbow,7,NaN,NaN
333,right_elbow,8,NaN,NaN
333,left_wrist,9,NaN,NaN
333,right_wrist,10,NaN,NaN
333,left_hip,11,NaN,NaN
333,right_hip,12,NaN,NaN
333,left_knee,13,NaN,NaN
333,right_knee,14,NaN,NaN
333,left_ankle,15,NaN,NaN
333,right_ankle,16,NaN,NaN
334,nose,0,555.44855,157.52518
334,left_eye,1,658.1789,42.96399
334,right_eye,2,446.55853,48.862793
334,left_ear,3,809.6979,125.73688
334,right_ear,4,305.9742,142.56567
334,left_shoulder,5,1110.2396,656.8803
334,right_shoulder,6,101.17737,706.6987
334,left_elbow,7,NaN,NaN
334,right_elbow,8,NaN,NaN
334,left_wrist,9,NaN,NaN
334,right_wrist,10,NaN,NaN
334,left_hip,11,NaN,NaN
334,right_hip,12,NaN,NaN
334,left_knee,13,NaN,NaN
334,right_knee,14,NaN,NaN
334,left_ankle,15,NaN,NaN
334,right_ankle,16,NaN,NaN
335,nose,0,557.3755,158.31683
335,left_eye,1,660.2502,42.489136
335,right_eye,2,447.7218,48.104065
335,left_ear,3,811.4205,124.22635
335,right_ear,4,305.4875,140.7265
335,left_shoulder,5,1111.4846,658.7523
335,right_shoulder,6,100.32965,707.9115
335,left_elbow,7,NaN,NaN
335,right_elbow,8,NaN,NaN
335,left_wrist,9,NaN,NaN
335,right_wrist,10,NaN,NaN
335,left_hip,11,NaN,NaN
335,right_hip,12,NaN,NaN
335,left_knee,13,NaN,NaN
335,right_knee,14,NaN,NaN
335,left_ankle,15,NaN,NaN
335,right_ankle,16,NaN,NaN
336,nose,0,556.54083,159.17773
336,left_eye,1,659.0432,43.92859
336,right_eye,2,446.9599,49.45514
336,left_ear,3,809.4469,124.629486
336,right_ear,4,304.5031,141.02939
336,left_shoulder,5,1110.0026,656.71185
336,right_shoulder,6,99.22272,705.3711
336,left_elbow,7,NaN,NaN
336,right_elbow,8,NaN,NaN
336,left_wrist,9,NaN,NaN
336,right_wrist,10,NaN,NaN
336,left_hip,11,NaN,NaN
336,right_hip,12,NaN,NaN
336,left_knee,13,NaN,NaN
336,right_knee,14,NaN,NaN
336,left_ankle,15,NaN,NaN
336,right_ankle,16,NaN,NaN
337,nose,0,555.8232,158.17334
337,left_eye,1,658.45087,43.496582
337,right_eye,2,446.93246,48.974976
337,left_ear,3,809.3822,124.441895
337,right_ear,4,305.26672,140.41849
337,left_shoulder,5,1111.03,655.03436
337,right_shoulder,6,99.601746,705.5575
337,left_elbow,7,NaN,NaN
337,right_elbow,8,NaN,NaN
337,left_wrist,9,NaN,NaN
337,right_wrist,10,NaN,NaN
337,left_hip,11,NaN,NaN
337,right_hip,12,NaN,NaN
337,left_knee,13,NaN,NaN
337,right_knee,14,NaN,NaN
337,left_ankle,15,NaN,NaN
337,right_ankle,16,NaN,NaN
338,nose,0,553.70905,158.10251
338,left_eye,1,657.03296,44.21472
338,right_eye,2,445.10046,49.463562
338,left_ear,3,808.8308,126.60965
338,right_ear,4,304.30936,141.69437
338,left_shoulder,5,1107.3561,654.9421
338,right_shoulder,6,99.16876,703.04333
338,left_elbow,7,NaN,NaN
338,right_elbow,8,NaN,NaN
338,left_wrist,9,NaN,NaN
338,right_wrist,10,NaN,NaN
338,left_hip,11,NaN,NaN
338,right_hip,12,NaN,NaN
338,left_knee,13,NaN,NaN
338,right_knee,14,NaN,NaN
338,left_ankle,15,NaN,NaN
338,right_ankle,16,NaN,NaN
339,nose,0,552.047,156.31342
339,left_eye,1,655.6979,42.84265
339,right_eye,2,443.9693,48.39917
339,left_ear,3,808.9701,126.41388
339,right_ear,4,304.49292,141.86823
339,left_shoulder,5,1107.5475,654.18414
339,right_shoulder,6,100.263855,704.0779
339,left_elbow,7,NaN,NaN
339,right_elbow,8,NaN,NaN
339,left_wrist,9,NaN,NaN
339,right_wrist,10,NaN,NaN
339,left_hip,11,NaN,NaN
339,right_hip,12,NaN,NaN
339,left_knee,13,NaN,NaN
339,right_knee,14,NaN,NaN
339,left_ankle,15,NaN,NaN
339,right_ankle,16,NaN,NaN
340,nose,0,551.7869,155.62714
340,left_eye,1,656.10095,40.34076
340,right_eye,2,442.181,45.677002
340,left_ear,3,809.38965,123.709015
340,right_ear,4,300.0464,139.11893
340,left_shoulder,5,1107.6357,655.77484
340,right_shoulder,6,95.89685,706.7984
340,left_elbow,7,NaN,NaN
340,right_elbow,8,NaN,NaN
340,left_wrist,9,NaN,NaN
340,right_wrist,10,NaN,NaN
340,left_hip,11,NaN,NaN
340,right_hip,12,NaN,NaN
340,left_knee,13,NaN,NaN
340,right_knee,14,NaN,NaN
340,left_ankle,15,NaN,NaN
340,right_ankle,16,NaN,NaN
341,nose,0,553.28455,153.784
341,left_eye,1,658.3345,36.164062
341,right_eye,2,442.7822,41.194824
341,left_ear,3,812.38245,119.246216
341,right_ear,4,299.07764,134.11307
341,left_shoulder,5,1110.1013,659.82513
341,right_shoulder,6,96.796814,711.21204
341,left_elbow,7,NaN,NaN
341,right_elbow,8,NaN,NaN
341,left_wrist,9,NaN,NaN
341,right_wrist,10,NaN,NaN
341,left_hip,11,NaN,NaN
341,right_hip,12,NaN,NaN
341,left_knee,13,NaN,NaN
341,right_knee,14,NaN,NaN
341,left_ankle,15,NaN,NaN
341,right_ankle,16,NaN,NaN
342,nose,0,554.9746,152.05267
342,left_eye,1,658.1706,35.402588
342,right_eye,2,443.98468,40.343872
342,left_ear,3,809.3563,119.72656
342,right_ear,4,299.47,135.66745
342,left_shoulder,5,1109.0464,659.7235
342,right_shoulder,6,97.04547,711.19275
342,left_elbow,7,NaN,NaN
342,right_elbow,8,NaN,NaN
342,left_wrist,9,NaN,NaN
342,right_wrist,10,NaN,NaN
342,left_hip,11,NaN,NaN
342,right_hip,12,NaN,NaN
342,left_knee,13,NaN,NaN
342,right_knee,14,NaN,NaN
342,left_ankle,15,NaN,NaN
342,right_ankle,16,NaN,NaN
343,nose,0,554.0746,144.60217
343,left_eye,1,654.17523,31.312439
343,right_eye,2,442.16776,38.954712
343,left_ear,3,804.79724,118.42081
343,right_ear,4,298.08746,141.69113
343,left_shoulder,5,1108.3628,651.48834
343,right_shoulder,6,101.83368,711.73303
343,left_elbow,7,NaN,NaN
343,right_elbow,8,NaN,NaN
343,left_wrist,9,NaN,NaN
343,right_wrist,10,NaN,NaN
343,left_hip,11,NaN,NaN
343,right_hip,12,NaN,NaN
343,left_knee,13,NaN,NaN
343,right_knee,14,NaN,NaN
343,left_ankle,15,NaN,NaN
343,right_ankle,16,NaN,NaN
344,nose,0,551.2124,141.37225
344,left_eye,1,652.4468,27.784668
344,right_eye,2,439.99332,35.680176
344,left_ear,3,806.66833,115.80206
344,right_ear,4,296.683,138.5646
344,left_shoulder,5,1111.7488,651.90186
344,right_shoulder,6,100.814575,713.2489
344,left_elbow,7,NaN,NaN
344,right_elbow,8,NaN,NaN
344,left_wrist,9,NaN,NaN
344,right_wrist,10,NaN,NaN
344,left_hip,11,NaN,NaN
344,right_hip,12,NaN,NaN
344,left_knee,13,NaN,NaN
344,right_knee,14,NaN,NaN
344,left_ankle,15,NaN,NaN
344,right_ankle,16,NaN,NaN
345,nose,0,548.2329,135.25998
345,left_eye,1,649.3903,23.445007
345,right_eye,2,438.7381,31.838867
345,left_ear,3,805.4787,112.400055
345,right_ear,4,NaN,NaN
345,left_shoulder,5,1114.9519,652.4193
345,right_shoulder,6,99.11047,712.6947
345,left_elbow,7,NaN,NaN
345,right_elbow,8,NaN,NaN
345,left_wrist,9,NaN,NaN
345,right_wrist,10,NaN,NaN
345,left_hip,11,NaN,NaN
345,right_hip,12,NaN,NaN
345,left_knee,13,NaN,NaN
345,right_knee,14,NaN,NaN
345,left_ankle,15,NaN,NaN
345,right_ankle,16,NaN,NaN
346,nose,0,547.96954,122.44571
346,left_eye,1,649.8621,10.305847
346,right_eye,2,439.10986,17.862549
346,left_ear,3,807.3163,102.11426
346,right_ear,4,NaN,NaN
346,left_shoulder,5,1120.7184,651.818
346,right_shoulder,6,100.47211,709.6698
346,left_elbow,7,NaN,NaN
346,right_elbow,8,NaN,NaN
346,left_wrist,9,NaN,NaN
346,right_wrist,10,NaN,NaN
346,left_hip,11,NaN,NaN
346,right_hip,12,NaN,NaN
346,left_knee,13,NaN,NaN
346,right_knee,14,NaN,NaN
346,left_ankle,15,NaN,NaN
346,right_ankle,16,NaN,NaN
347,nose,0,552.0522,108.03247
347,left_eye,1,652.4735,0.0
347,right_eye,2,441.3501,3.828125
347,left_ear,3,809.0346,86.829254
347,right_ear,4,NaN,NaN
347,left_shoulder,5,1125.108,646.51587
347,right_shoulder,6,100.12811,705.89136
347,left_elbow,7,NaN,NaN
347,right_elbow,8,NaN,NaN
347,left_wrist,9,NaN,NaN
347,right_wrist,10,NaN,NaN
347,left_hip,11,NaN,NaN
347,right_hip,12,NaN,NaN
347,left_knee,13,NaN,NaN
347,right_knee,14,NaN,NaN
347,left_ankle,15,NaN,NaN
347,right_ankle,16,NaN,NaN
348,nose,0,563.21576,81.915405
348,left_eye,1,653.2906,0.0
348,right_eye,2,450.83643,0.0
348,left_ear,3,799.8876,87.93097
348,right_ear,4,NaN,NaN
348,left_shoulder,5,1126.8303,629.3799
348,right_shoulder,6,102.97467,698.5375
348,left_elbow,7,NaN,NaN
348,right_elbow,8,NaN,NaN
348,left_wrist,9,NaN,NaN
348,right_wrist,10,NaN,NaN
348,left_hip,11,NaN,NaN
348,right_hip,12,NaN,NaN
348,left_knee,13,NaN,NaN
348,right_knee,14,NaN,NaN
348,left_ankle,15,NaN,NaN
348,right_ankle,16,NaN,NaN
349,nose,0,559.7324,74.974
349,left_eye,1,650.0471,0.0
349,right_eye,2,450.7489,0.0
349,left_ear,3,798.6315,90.48096
349,right_ear,4,NaN,NaN
349,left_shoulder,5,1133.0856,622.1319
349,right_shoulder,6,100.20697,689.6027
349,left_elbow,7,NaN,NaN
349,right_elbow,8,NaN,NaN
349,left_wrist,9,NaN,NaN
349,right_wrist,10,NaN,NaN
349,left_hip,11,NaN,NaN
349,right_hip,12,NaN,NaN
349,left_knee,13,NaN,NaN
349,right_knee,14,NaN,NaN
349,left_ankle,15,NaN,NaN
349,right_ankle,16,NaN,NaN
350,nose,0,548.54376,83.4827
350,left_eye,1,644.0458,0.0
350,right_eye,2,445.7646,0.0
350,left_ear,3,797.1863,87.63248
350,right_ear,4,NaN,NaN
350,left_shoulder,5,1133.4927,630.30115
350,right_shoulder,6,100.76178,691.86774
350,left_elbow,7,NaN,NaN
350,right_elbow,8,NaN,NaN
350,left_wrist,9,NaN,NaN
350,right_wrist,10,NaN,NaN
350,left_hip,11,NaN,NaN
350,right_hip,12,NaN,NaN
350,left_knee,13,NaN,NaN
350,right_knee,14,NaN,NaN
350,left_ankle,15,NaN,NaN
350,right_ankle,16,NaN,NaN
351,nose,0,548.9856,78.04376
351,left_eye,1,641.48413,0.0
351,right_eye,2,449.9463,0.0
351,left_ear,3,794.246,85.17511
351,right_ear,4,NaN,NaN
351,left_shoulder,5,1133.6862,627.9962
351,right_shoulder,6,118.77136,687.43475
351,left_elbow,7,NaN,NaN
351,right_elbow,8,NaN,NaN
351,left_wrist,9,NaN,NaN
351,right_wrist,10,NaN,NaN
351,left_hip,11,NaN,NaN
351,right_hip,12,NaN,NaN
351,left_knee,13,NaN,NaN
351,right_knee,14,NaN,NaN
351,left_ankle,15,NaN,NaN
351,right_ankle,16,NaN,NaN
352,nose,0,548.88983,53.642456
352,left_eye,1,636.28235,0.0
352,right_eye,2,448.21686,0.0
352,left_ear,3,791.40283,81.83676
352,right_ear,4,NaN,NaN
352,left_shoulder,5,1147.949,613.8449
352,right_shoulder,6,119.47058,679.1923
352,left_elbow,7,NaN,NaN
352,right_elbow,8,NaN,NaN
352,left_wrist,9,NaN,NaN
352,right_wrist,10,NaN,NaN
352,left_hip,11,NaN,NaN
352,right_hip,12,NaN,NaN
352,left_knee,13,NaN,NaN
352,right_knee,14,NaN,NaN
352,left_ankle,15,NaN,NaN
352,right_ankle,16,NaN,NaN
353,nose,0,548.4754,81.6236
353,left_eye,1,643.80054,0.0
353,right_eye,2,444.8941,0.0
353,left_ear,3,797.22473,79.05765
353,right_ear,4,NaN,NaN
353,left_shoulder,5,1137.2938,635.74396
353,right_shoulder,6,111.85327,691.3401
353,left_elbow,7,NaN,NaN
353,right_elbow,8,NaN,NaN
353,left_wrist,9,NaN,NaN
353,right_wrist,10,NaN,NaN
353,left_hip,11,NaN,NaN
353,right_hip,12,NaN,NaN
353,left_knee,13,NaN,NaN
353,right_knee,14,NaN,NaN
353,left_ankle,15,NaN,NaN
353,right_ankle,16,NaN,NaN
354,nose,0,540.2795,84.68036
354,left_eye,1,637.9292,0.0
354,right_eye,2,440.24463,0.0
354,left_ear,3,797.5813,77.37033
354,right_ear,4,NaN,NaN
354,left_shoulder,5,1138.4141,632.7245
354,right_shoulder,6,117.60419,691.6393
354,left_elbow,7,NaN,NaN
354,right_elbow,8,NaN,NaN
354,left_wrist,9,NaN,NaN
354,right_wrist,10,NaN,NaN
354,left_hip,11,NaN,NaN
354,right_hip,12,NaN,NaN
354,left_knee,13,NaN,NaN
354,right_knee,14,NaN,NaN
354,left_ankle,15,NaN,NaN
354,right_ankle,16,NaN,NaN
355,nose,0,535.2869,89.08118
355,left_eye,1,638.4662,0.0
355,right_eye,2,439.03088,0.0
355,left_ear,3,803.84094,73.12991
355,right_ear,4,NaN,NaN
355,left_shoulder,5,1139.264,634.7145
355,right_shoulder,6,110.26373,688.7965
355,left_elbow,7,NaN,NaN
355,right_elbow,8,NaN,NaN
355,left_wrist,9,NaN,NaN
355,right_wrist,10,NaN,NaN
355,left_hip,11,NaN,NaN
355,right_hip,12,NaN,NaN
355,left_knee,13,NaN,NaN
355,right_knee,14,NaN,NaN
355,left_ankle,15,NaN,NaN
355,right_ankle,16,NaN,NaN
356,nose,0,536.1982,89.444244
356,left_eye,1,638.1125,0.0
356,right_eye,2,439.8297,0.0
356,left_ear,3,802.2428,74.76056
356,right_ear,4,NaN,NaN
356,left_shoulder,5,1141.2087,631.0145
356,right_shoulder,6,111.36072,686.3669
356,left_elbow,7,NaN,NaN
356,right_elbow,8,NaN,NaN
356,left_wrist,9,NaN,NaN
356,right_wrist,10,NaN,NaN
356,left_hip,11,NaN,NaN
356,right_hip,12,NaN,NaN
356,left_knee,13,NaN,NaN
356,right_knee,14,NaN,NaN
356,left_ankle,15,NaN,NaN
356,right_ankle,16,NaN,NaN
357,nose,0,539.7615,88.55615
357,left_eye,1,639.9856,0.0
357,right_eye,2,444.26556,0.0
357,left_ear,3,800.4038,73.913574
357,right_ear,4,NaN,NaN
357,left_shoulder,5,1141.4802,626.7192
357,right_shoulder,6,112.29315,681.228
357,left_elbow,7,NaN,NaN
357,right_elbow,8,NaN,NaN
357,left_wrist,9,NaN,NaN
357,right_wrist,10,NaN,NaN
357,left_hip,11,NaN,NaN
357,right_hip,12,NaN,NaN
357,left_knee,13,NaN,NaN
357,right_knee,14,NaN,NaN
357,left_ankle,15,NaN,NaN
357,right_ankle,16,NaN,NaN
358,nose,0,539.53174,90.10684
358,left_eye,1,639.5449,0.0
358,right_eye,2,443.9516,0.0
358,left_ear,3,799.8856,74.58716
358,right_ear,4,NaN,NaN
358,left_shoulder,5,1139.9706,628.4549
358,right_shoulder,6,112.6579,681.18854
358,left_elbow,7,NaN,NaN
358,right_elbow,8,NaN,NaN
358,left_wrist,9,NaN,NaN
358,right_wrist,10,NaN,NaN
358,left_hip,11,NaN,NaN
358,right_hip,12,NaN,NaN
358,left_knee,13,NaN,NaN
358,right_knee,14,NaN,NaN
358,left_ankle,15,NaN,NaN
358,right_ankle,16,NaN,NaN
359,nose,0,536.1212,89.127014
359,left_eye,1,638.5372,0.0
359,right_eye,2,440.71088,0.0
359,left_ear,3,802.09534,72.26068
359,right_ear,4,NaN,NaN
359,left_shoulder,5,1141.2452,630.63007
359,right_shoulder,6,109.11865,682.5659
359,left_elbow,7,NaN,NaN
359,right_elbow,8,NaN,NaN
359,left_wrist,9,NaN,NaN
359,right_wrist,10,NaN,NaN
359,left_hip,11,NaN,NaN
359,right_hip,12,NaN,NaN
359,left_knee,13,NaN,NaN
359,right_knee,14,NaN,NaN
359,left_ankle,15,NaN,NaN
359,right_ankle,16,NaN,NaN
360,nose,0,536.65735,88.22
360,left_eye,1,637.9203,0.0
360,right_eye,2,440.17487,0.0
360,left_ear,3,801.0086,68.740234
360,right_ear,4,NaN,NaN
360,left_shoulder,5,1143.8783,630.2267
360,right_shoulder,6,112.9223,682.5576
360,left_elbow,7,NaN,NaN
360,right_elbow,8,NaN,NaN
360,left_wrist,9,NaN,NaN
360,right_wrist,10,NaN,NaN
360,left_hip,11,NaN,NaN
360,right_hip,12,NaN,NaN
360,left_knee,13,NaN,NaN
360,right_knee,14,NaN,NaN
360,left_ankle,15,NaN,NaN
360,right_ankle,16,NaN,NaN
361,nose,0,535.26654,86.04016
361,left_eye,1,636.4587,0.0
361,right_eye,2,437.87833,0.0
361,left_ear,3,800.6384,67.40997
361,right_ear,4,NaN,NaN
361,left_shoulder,5,1144.8362,630.32574
361,right_shoulder,6,115.676636,684.2738
361,left_elbow,7,NaN,NaN
361,right_elbow,8,NaN,NaN
361,left_wrist,9,NaN,NaN
361,right_wrist,10,NaN,NaN
361,left_hip,11,NaN,NaN
361,right_hip,12,NaN,NaN
361,left_knee,13,NaN,NaN
361,right_knee,14,NaN,NaN
361,left_ankle,15,NaN,NaN
361,right_ankle,16,NaN,NaN
362,nose,0,536.9075,84.86752
362,left_eye,1,637.234,0.0
362,right_eye,2,438.52637,0.0
362,left_ear,3,801.0471,67.26224
362,right_ear,4,NaN,NaN
362,left_shoulder,5,1145.3636,631.11646
362,right_shoulder,6,116.698975,686.4694
362,left_elbow,7,NaN,NaN
362,right_elbow,8,NaN,NaN
362,left_wrist,9,NaN,NaN
362,right_wrist,10,NaN,NaN
362,left_hip,11,NaN,NaN
362,right_hip,12,NaN,NaN
362,left_knee,13,NaN,NaN
362,right_knee,14,NaN,NaN
362,left_ankle,15,NaN,NaN
362,right_ankle,16,NaN,NaN
363,nose,0,540.376,80.67935
363,left_eye,1,637.3051,0.0
363,right_eye,2,441.48087,0.0
363,left_ear,3,796.00745,66.85419
363,right_ear,4,NaN,NaN
363,left_shoulder,5,1146.1921,623.25085
363,right_shoulder,6,119.911804,682.5069
363,left_elbow,7,NaN,NaN
363,right_elbow,8,NaN,NaN
363,left_wrist,9,NaN,NaN
363,right_wrist,10,NaN,NaN
363,left_hip,11,NaN,NaN
363,right_hip,12,NaN,NaN
363,left_knee,13,NaN,NaN
363,right_knee,14,NaN,NaN
363,left_ankle,15,NaN,NaN
363,right_ankle,16,NaN,NaN
364,nose,0,545.5318,74.14105
364,left_eye,1,640.65155,0.0
364,right_eye,2,445.06494,0.0
364,left_ear,3,796.6598,62.338257
364,right_ear,4,NaN,NaN
364,left_shoulder,5,1146.3275,617.0675
364,right_shoulder,6,121.37036,678.3853
364,left_elbow,7,NaN,NaN
364,right_elbow,8,NaN,NaN
364,left_wrist,9,NaN,NaN
364,right_wrist,10,NaN,NaN
364,left_hip,11,NaN,NaN
364,right_hip,12,NaN,NaN
364,left_knee,13,NaN,NaN
364,right_knee,14,NaN,NaN
364,left_ankle,15,NaN,NaN
364,right_ankle,16,NaN,NaN
365,nose,0,548.119,69.14874
365,left_eye,1,639.26196,0.0
365,right_eye,2,450.06635,0.0
365,left_ear,3,791.71094,65.84271
365,right_ear,4,NaN,NaN
365,left_shoulder,5,1146.0829,608.7217
365,right_shoulder,6,130.54745,671.43835
365,left_elbow,7,NaN,NaN
365,right_elbow,8,NaN,NaN
365,left_wrist,9,NaN,NaN
365,right_wrist,10,NaN,NaN
365,left_hip,11,NaN,NaN
365,right_hip,12,NaN,NaN
365,left_knee,13,NaN,NaN
365,right_knee,14,NaN,NaN
365,left_ankle,15,NaN,NaN
365,right_ankle,16,NaN,NaN
366,nose,0,545.80023,68.73828
366,left_eye,1,637.69855,0.0
366,right_eye,2,NaN,NaN
366,left_ear,3,790.02106,64.13559
366,right_ear,4,NaN,NaN
366,left_shoulder,5,1147.3875,606.6862
366,right_shoulder,6,126.773865,666.6346
366,left_elbow,7,NaN,NaN
366,right_elbow,8,NaN,NaN
366,left_wrist,9,NaN,NaN
366,right_wrist,10,NaN,NaN
366,left_hip,11,NaN,NaN
366,right_hip,12,NaN,NaN
366,left_knee,13,NaN,NaN
366,right_knee,14,NaN,NaN
366,left_ankle,15,NaN,NaN
366,right_ankle,16,NaN,NaN
367,nose,0,539.8258,75.7493
367,left_eye,1,638.948,0.0
367,right_eye,2,NaN,NaN
367,left_ear,3,799.01404,60.45569
367,right_ear,4,NaN,NaN
367,left_shoulder,5,1147.098,605.7603
367,right_shoulder,6,117.49127,662.2161
367,left_elbow,7,NaN,NaN
367,right_elbow,8,NaN,NaN
367,left_wrist,9,NaN,NaN
367,right_wrist,10,NaN,NaN
367,left_hip,11,NaN,NaN
367,right_hip,12,NaN,NaN
367,left_knee,13,NaN,NaN
367,right_knee,14,NaN,NaN
367,left_ankle,15,NaN,NaN
367,right_ankle,16,NaN,NaN
368,nose,0,541.1647,79.502594
368,left_eye,1,643.08496,0.0
368,right_eye,2,440.26965,0.0
368,left_ear,3,806.0415,63.179443
368,right_ear,4,NaN,NaN
368,left_shoulder,5,1148.246,608.72577
368,right_shoulder,6,111.36377,666.5635
368,left_elbow,7,NaN,NaN
368,right_elbow,8,NaN,NaN
368,left_wrist,9,NaN,NaN
368,right_wrist,10,NaN,NaN
368,left_hip,11,NaN,NaN
368,right_hip,12,NaN,NaN
368,left_knee,13,NaN,NaN
368,right_knee,14,NaN,NaN
368,left_ankle,15,NaN,NaN
368,right_ankle,16,NaN,NaN
369,nose,0,550.04913,81.75705
369,left_eye,1,650.7415,0.0
369,right_eye,2,446.6727,0.0
369,left_ear,3,812.162,58.461792
369,right_ear,4,NaN,NaN
369,left_shoulder,5,1154.2571,606.5157
369,right_shoulder,6,113.81036,670.74493
369,left_elbow,7,NaN,NaN
369,right_elbow,8,NaN,NaN
369,left_wrist,9,NaN,NaN
369,right_wrist,10,NaN,NaN
369,left_hip,11,NaN,NaN
369,right_hip,12,NaN,NaN
369,left_knee,13,NaN,NaN
369,right_knee,14,NaN,NaN
369,left_ankle,15,NaN,NaN
369,right_ankle,16,NaN,NaN
370,nose,0,558.5818,87.89084
370,left_eye,1,657.2641,0.0
370,right_eye,2,449.86407,0.0
370,left_ear,3,809.6376,57.477966
370,right_ear,4,NaN,NaN
370,left_shoulder,5,1148.9104,601.57935
370,right_shoulder,6,107.94623,670.1133
370,left_elbow,7,NaN,NaN
370,right_elbow,8,NaN,NaN
370,left_wrist,9,NaN,NaN
370,right_wrist,10,NaN,NaN
370,left_hip,11,NaN,NaN
370,right_hip,12,NaN,NaN
370,left_knee,13,NaN,NaN
370,right_knee,14,NaN,NaN
370,left_ankle,15,NaN,NaN
370,right_ankle,16,NaN,NaN
371,nose,0,554.7483,91.75061
371,left_eye,1,655.6106,0.0
371,right_eye,2,444.56042,0.0
371,left_ear,3,812.13416,60.75348
371,right_ear,4,NaN,NaN
371,left_shoulder,5,1142.4387,601.8124
371,right_shoulder,6,110.47766,662.8623
371,left_elbow,7,NaN,NaN
371,right_elbow,8,NaN,NaN
371,left_wrist,9,NaN,NaN
371,right_wrist,10,NaN,NaN
371,left_hip,11,NaN,NaN
371,right_hip,12,NaN,NaN
371,left_knee,13,NaN,NaN
371,right_knee,14,NaN,NaN
371,left_ankle,15,NaN,NaN
371,right_ankle,16,NaN,NaN
372,nose,0,553.15656,95.90524
372,left_eye,1,655.326,0.0
372,right_eye,2,444.45862,0.0
372,left_ear,3,815.07294,65.25061
372,right_ear,4,NaN,NaN
372,left_shoulder,5,1142.5242,602.501
372,right_shoulder,6,114.30365,659.1799
372,left_elbow,7,NaN,NaN
372,right_elbow,8,NaN,NaN
372,left_wrist,9,NaN,NaN
372,right_wrist,10,NaN,NaN
372,left_hip,11,NaN,NaN
372,right_hip,12,NaN,NaN
372,left_knee,13,NaN,NaN
372,right_knee,14,NaN,NaN
372,left_ankle,15,NaN,NaN
372,right_ankle,16,NaN,NaN
373,nose,0,551.8683,109.259766
373,left_eye,1,655.5561,0.0
373,right_eye,2,445.73407,9.868042
373,left_ear,3,815.3928,78.56198
373,right_ear,4,NaN,NaN
373,left_shoulder,5,1138.3682,596.6424
373,right_shoulder,6,114.078125,649.03876
373,left_elbow,7,NaN,NaN
373,right_elbow,8,NaN,NaN
373,left_wrist,9,NaN,NaN
373,right_wrist,10,NaN,NaN
373,left_hip,11,NaN,NaN
373,right_hip,12,NaN,NaN
373,left_knee,13,NaN,NaN
373,right_knee,14,NaN,NaN
373,left_ankle,15,NaN,NaN
373,right_ankle,16,NaN,NaN
374,nose,0,557.5474,111.627045
374,left_eye,1,660.2005,3.6113281
374,right_eye,2,451.3232,13.667969
374,left_ear,3,817.297,84.55011
374,right_ear,4,NaN,NaN
374,left_shoulder,5,1134.8096,597.928
374,right_shoulder,6,120.032715,647.09235
374,left_elbow,7,NaN,NaN
374,right_elbow,8,NaN,NaN
374,left_wrist,9,NaN,NaN
374,right_wrist,10,NaN,NaN
374,left_hip,11,NaN,NaN
374,right_hip,12,NaN,NaN
374,left_knee,13,NaN,NaN
374,right_knee,14,NaN,NaN
374,left_ankle,15,NaN,NaN
374,right_ankle,16,NaN,NaN
375,nose,0,557.29083,117.09561
375,left_eye,1,661.7874,9.375732
375,right_eye,2,450.91937,16.453491
375,left_ear,3,818.87244,89.4541
375,right_ear,4,NaN,NaN
375,left_shoulder,5,1132.6251,600.5815
375,right_shoulder,6,114.84198,647.22876
375,left_elbow,7,NaN,NaN
375,right_elbow,8,NaN,NaN
375,left_wrist,9,NaN,NaN
375,right_wrist,10,NaN,NaN
375,left_hip,11,NaN,NaN
375,right_hip,12,NaN,NaN
375,left_knee,13,NaN,NaN
375,right_knee,14,NaN,NaN
375,left_ankle,15,NaN,NaN
375,right_ankle,16,NaN,NaN
376,nose,0,558.6662,121.13861
376,left_eye,1,664.19995,15.5789795
376,right_eye,2,455.05304,20.632324
